Time,Source IP,Destination IP,Protocol,Packet Size,Source Port,Destination Port
2026-01-01T12:00:14,192.168.1.12,10.0.0.8,ICMP,131,1021,80
2026-01-01T12:00:14,192.168.1.1,10.0.0.1,TCP,132,1022,443
2026-01-01T12:00:14,192.168.1.2,10.0.0.2,UDP,133,1023,80
2026-01-01T12:00:14,192.168.1.3,10.0.0.3,ICMP,134,1024,80
2026-01-01T12:00:15,192.168.1.4,10.0.0.4,TCP,135,1025,80
2026-01-01T12:00:15,192.168.1.5,10.0.0.5,UDP,136,1026,443
2026-01-01T12:00:15,192.168.1.6,10.0.0.6,ICMP,137,1027,80
2026-01-01T12:00:15,192.168.1.7,10.0.0.7,TCP,138,1028,80
2026-01-01T12:00:15,192.168.1.8,10.0.0.8,UDP,139,1029,80
2026-01-01T12:00:16,192.168.1.9,10.0.0.1,ICMP,140,1030,443
2026-01-01T12:00:16,192.168.1.10,10.0.0.2,TCP,141,1031,80
2026-01-01T12:00:16,192.168.1.11,10.0.0.3,UDP,142,1032,80
2026-01-01T12:00:16,192.168.1.12,10.0.0.4,ICMP,143,1033,80
2026-01-01T12:00:16,192.168.1.1,10.0.0.5,TCP,144,1034,443
2026-01-01T12:00:17,192.168.1.2,10.0.0.6,UDP,145,1035,80
2026-01-01T12:00:17,192.168.1.3,10.0.0.7,ICMP,146,1036,80
2026-01-01T12:00:17,192.168.1.4,10.0.0.8,TCP,147,1037,80
2026-01-01T12:00:17,192.168.1.5,10.0.0.1,UDP,148,1038,443
2026-01-01T12:00:17,192.168.1.6,10.0.0.2,ICMP,149,1039,80
2026-01-01T12:00:18,192.168.1.7,10.0.0.3,TCP,150,1040,80
2026-01-01T12:00:18,192.168.1.8,10.0.0.4,UDP,151,1041,80
2026-01-01T12:00:18,192.168.1.9,10.0.0.5,ICMP,152,1042,443
2026-01-01T12:00:18,192.168.1.10,10.0.0.6,TCP,153,1043,80
2026-01-01T12:00:18,192.168.1.11,10.0.0.7,UDP,154,1044,80
2026-01-01T12:00:19,192.168.1.12,10.0.0.8,ICMP,155,1045,80
2026-01-01T12:00:19,192.168.1.1,10.0.0.1,TCP,156,1046,443
2026-01-01T12:00:19,192.168.1.2,10.0.0.2,UDP,157,1047,80
2026-01-01T12:00:19,192.168.1.3,10.0.0.3,ICMP,158,1048,80
2026-01-01T12:00:19,192.168.1.4,10.0.0.4,TCP,159,1049,80
2026-01-01T12:00:20,192.168.1.5,10.0.0.5,UDP,160,1000,443
2026-01-01T12:00:20,192.168.1.6,10.0.0.6,ICMP,161,1001,80
2026-01-01T12:00:20,192.168.1.7,10.0.0.7,TCP,162,1002,80
2026-01-01T12:00:20,192.168.1.8,10.0.0.8,UDP,163,1003,80
2026-01-01T12:00:20,192.168.1.9,10.0.0.1,ICMP,164,1004,443
2026-01-01T12:00:21,192.168.1.10,10.0.0.2,TCP,165,1005,80
2026-01-01T12:00:21,192.168.1.11,10.0.0.3,UDP,166,1006,80
2026-01-01T12:00:21,192.168.1.12,10.0.0.4,ICMP,167,1007,80
2026-01-01T12:00:21,192.168.1.1,10.0.0.5,TCP,168,1008,443
2026-01-01T12:00:21,192.168.1.2,10.0.0.6,UDP,169,1009,80
2026-01-01T12:00:22,192.168.1.3,10.0.0.7,ICMP,170,1010,80
2026-01-01T12:00:22,192.168.1.4,10.0.0.8,TCP,171,1011,80
2026-01-01T12:00:22,192.168.1.5,10.0.0.1,UDP,172,1012,443
2026-01-01T12:00:22,192.168.1.6,10.0.0.2,ICMP,173,1013,80
2026-01-01T12:00:22,192.168.1.7,10.0.0.3,TCP,174,1014,80
2026-01-01T12:00:23,192.168.1.8,10.0.0.4,UDP,175,1015,80
2026-01-01T12:00:23,192.168.1.9,10.0.0.5,ICMP,176,1016,443
2026-01-01T12:00:23,192.168.1.10,10.0.0.6,TCP,177,1017,80
2026-01-01T12:00:23,192.168.1.11,10.0.0.7,UDP,178,1018,80
2026-01-01T12:00:23,192.168.1.12,10.0.0.8,ICMP,179,1019,80
2026-01-01T12:00:24,192.168.1.1,10.0.0.1,TCP,60,1020,443
2026-01-01T12:00:24,192.168.1.2,10.0.0.2,UDP,61,1021,80
2026-01-01T12:00:24,192.168.1.3,10.0.0.3,ICMP,62,1022,80
2026-01-01T12:00:24,192.168.1.4,10.0.0.4,TCP,63,1023,80
2026-01-01T12:00:24,192.168.1.5,10.0.0.5,UDP,64,1024,443
2026-01-01T12:00:25,192.168.1.6,10.0.0.6,ICMP,65,1025,80
2026-01-01T12:00:25,192.168.1.7,10.0.0.7,TCP,66,1026,80
2026-01-01T12:00:25,192.168.1.8,10.0.0.8,UDP,67,1027,80
2026-01-01T12:00:25,192.168.1.9,10.0.0.1,ICMP,68,1028,443
2026-01-01T12:00:25,192.168.1.10,10.0.0.2,TCP,69,1029,80
2026-01-01T12:00:26,192.168.1.11,10.0.0.3,UDP,70,1030,80
2026-01-01T12:00:26,192.168.1.12,10.0.0.4,ICMP,71,1031,80
2026-01-01T12:00:26,192.168.1.1,10.0.0.5,TCP,72,1032,443
2026-01-01T12:00:26,192.168.1.2,10.0.0.6,UDP,73,1033,80
2026-01-01T12:00:26,192.168.1.3,10.0.0.7,ICMP,74,1034,80
2026-01-01T12:00:27,192.168.1.4,10.0.0.8,TCP,75,1035,80
2026-01-01T12:00:27,192.168.1.5,10.0.0.1,UDP,76,1036,443
2026-01-01T12:00:27,192.168.1.6,10.0.0.2,ICMP,77,1037,80
2026-01-01T12:00:27,192.168.1.7,10.0.0.3,TCP,78,1038,80
2026-01-01T12:00:27,192.168.1.8,10.0.0.4,UDP,79,1039,80
2026-01-01T12:00:28,192.168.1.9,10.0.0.5,ICMP,80,1040,443
2026-01-01T12:00:28,192.168.1.10,10.0.0.6,TCP,81,1041,80
2026-01-01T12:00:28,192.168.1.11,10.0.0.7,UDP,82,1042,80
2026-01-01T12:00:28,192.168.1.12,10.0.0.8,ICMP,83,1043,80
2026-01-01T12:00:28,192.168.1.1,10.0.0.1,TCP,84,1044,443
2026-01-01T12:00:29,192.168.1.2,10.0.0.2,UDP,85,1045,80
2026-01-01T12:00:29,192.168.1.3,10.0.0.3,ICMP,86,1046,80
2026-01-01T12:00:29,192.168.1.4,10.0.0.4,TCP,87,1047,80
2026-01-01T12:00:29,192.168.1.5,10.0.0.5,UDP,88,1048,443
2026-01-01T12:00:29,192.168.1.6,10.0.0.6,ICMP,89,1049,80
2026-01-01T12:00:30,192.168.1.7,10.0.0.7,TCP,90,1000,80
2026-01-01T12:00:30,192.168.1.8,10.0.0.8,UDP,91,1001,80
2026-01-01T12:00:30,192.168.1.9,10.0.0.1,ICMP,92,1002,443
2026-01-01T12:00:30,192.168.1.10,10.0.0.2,TCP,93,1003,80
2026-01-01T12:00:30,192.168.1.11,10.0.0.3,UDP,94,1004,80
2026-01-01T12:00:31,192.168.1.12,10.0.0.4,ICMP,95,1005,80
2026-01-01T12:00:31,192.168.1.1,10.0.0.5,TCP,96,1006,443
2026-01-01T12:00:31,192.168.1.2,10.0.0.6,UDP,97,1007,80
2026-01-01T12:00:31,192.168.1.3,10.0.0.7,ICMP,98,1008,80
2026-01-01T12:00:31,192.168.1.4,10.0.0.8,TCP,99,1009,80
2026-01-01T12:00:32,192.168.1.5,10.0.0.1,UDP,100,1010,443
2026-01-01T12:00:32,192.168.1.6,10.0.0.2,ICMP,101,1011,80
2026-01-01T12:00:32,192.168.1.7,10.0.0.3,TCP,102,1012,80
2026-01-01T12:00:32,192.168.1.8,10.0.0.4,UDP,103,1013,80
2026-01-01T12:00:32,192.168.1.9,10.0.0.5,ICMP,104,1014,443
2026-01-01T12:00:33,192.168.1.10,10.0.0.6,TCP,105,1015,80
2026-01-01T12:00:33,192.168.1.11,10.0.0.7,UDP,106,1016,80
2026-01-01T12:00:33,192.168.1.12,10.0.0.8,ICMP,107,1017,80
2026-01-01T12:00:33,192.168.1.1,10.0.0.1,TCP,108,1018,443
2026-01-01T12:00:33,192.168.1.2,10.0.0.2,UDP,109,1019,80
2026-01-01T12:00:34,192.168.1.3,10.0.0.3,ICMP,110,1020,80
2026-01-01T12:00:34,192.168.1.4,10.0.0.4,TCP,111,1021,80
2026-01-01T12:00:34,192.168.1.5,10.0.0.5,UDP,112,1022,443
2026-01-01T12:00:34,192.168.1.6,10.0.0.6,ICMP,113,1023,80
2026-01-01T12:00:34,192.168.1.7,10.0.0.7,TCP,114,1024,80
2026-01-01T12:00:35,192.168.1.8,10.0.0.8,UDP,115,1025,80
2026-01-01T12:00:35,192.168.1.9,10.0.0.1,ICMP,116,1026,443
2026-01-01T12:00:35,192.168.1.10,10.0.0.2,TCP,117,1027,80
2026-01-01T12:00:35,192.168.1.11,10.0.0.3,UDP,118,1028,80
2026-01-01T12:00:35,192.168.1.12,10.0.0.4,ICMP,119,1029,80
2026-01-01T12:00:36,192.168.1.1,10.0.0.5,TCP,120,1030,443
2026-01-01T12:00:36,192.168.1.2,10.0.0.6,UDP,121,1031,80
2026-01-01T12:00:36,192.168.1.3,10.0.0.7,ICMP,122,1032,80
2026-01-01T12:00:36,192.168.1.4,10.0.0.8,TCP,123,1033,80
2026-01-01T12:00:36,192.168.1.5,10.0.0.1,UDP,124,1034,443
2026-01-01T12:00:37,192.168.1.6,10.0.0.2,ICMP,125,1035,80
2026-01-01T12:00:37,192.168.1.7,10.0.0.3,TCP,126,1036,80
2026-01-01T12:00:37,192.168.1.8,10.0.0.4,UDP,127,1037,80
2026-01-01T12:00:37,192.168.1.9,10.0.0.5,ICMP,128,1038,443
2026-01-01T12:00:37,192.168.1.10,10.0.0.6,TCP,129,1039,80
2026-01-01T12:00:38,192.168.1.11,10.0.0.7,UDP,130,1040,80
2026-01-01T12:00:38,192.168.1.12,10.0.0.8,ICMP,131,1041,80
2026-01-01T12:00:38,192.168.1.1,10.0.0.1,TCP,132,1042,443
2026-01-01T12:00:38,192.168.1.2,10.0.0.2,UDP,133,1043,80
2026-01-01T12:00:38,192.168.1.3,10.0.0.3,ICMP,134,1044,80
2026-01-01T12:00:39,192.168.1.4,10.0.0.4,TCP,135,1045,80
2026-01-01T12:00:39,192.168.1.5,10.0.0.5,UDP,136,1046,443
2026-01-01T12:00:39,192.168.1.6,10.0.0.6,ICMP,137,1047,80
2026-01-01T12:00:39,192.168.1.7,10.0.0.7,TCP,138,1048,80
2026-01-01T12:00:39,192.168.1.8,10.0.0.8,UDP,139,1049,80
2026-01-01T12:00:40,192.168.1.9,10.0.0.1,ICMP,140,1000,443
2026-01-01T12:00:40,192.168.1.10,10.0.0.2,TCP,141,1001,80
2026-01-01T12:00:40,192.168.1.11,10.0.0.3,UDP,142,1002,80
2026-01-01T12:00:40,192.168.1.12,10.0.0.4,ICMP,143,1003,80
2026-01-01T12:00:40,192.168.1.1,10.0.0.5,TCP,144,1004,443
2026-01-01T12:00:41,192.168.1.2,10.0.0.6,UDP,145,1005,80
2026-01-01T12:00:41,192.168.1.3,10.0.0.7,ICMP,146,1006,80
2026-01-01T12:00:41,192.168.1.4,10.0.0.8,TCP,147,1007,80
2026-01-01T12:00:41,192.168.1.5,10.0.0.1,UDP,148,1008,443
2026-01-01T12:00:41,192.168.1.6,10.0.0.2,ICMP,149,1009,80
2026-01-01T12:00:42,192.168.1.7,10.0.0.3,TCP,150,1010,80
2026-01-01T12:00:42,192.168.1.8,10.0.0.4,UDP,151,1011,80
2026-01-01T12:00:42,192.168.1.9,10.0.0.5,ICMP,152,1012,443
2026-01-01T12:00:42,192.168.1.10,10.0.0.6,TCP,153,1013,80
2026-01-01T12:00:42,192.168.1.11,10.0.0.7,UDP,154,1014,80
2026-01-01T12:00:43,192.168.1.12,10.0.0.8,ICMP,155,1015,80
2026-01-01T12:00:43,192.168.1.1,10.0.0.1,TCP,156,1016,443
2026-01-01T12:00:43,192.168.1.2,10.0.0.2,UDP,157,1017,80
2026-01-01T12:00:43,192.168.1.3,10.0.0.3,ICMP,158,1018,80
2026-01-01T12:00:43,192.168.1.4,10.0.0.4,TCP,159,1019,80
2026-01-01T12:00:44,192.168.1.5,10.0.0.5,UDP,160,1020,443
2026-01-01T12:00:44,192.168.1.6,10.0.0.6,ICMP,161,1021,80
2026-01-01T12:00:44,192.168.1.7,10.0.0.7,TCP,162,1022,80
2026-01-01T12:00:44,192.168.1.8,10.0.0.8,UDP,163,1023,80
2026-01-01T12:00:44,192.168.1.9,10.0.0.1,ICMP,164,1024,443
2026-01-01T12:00:45,192.168.1.10,10.0.0.2,TCP,165,1025,80
2026-01-01T12:00:45,192.168.1.11,10.0.0.3,UDP,166,1026,80
2026-01-01T12:00:45,192.168.1.12,10.0.0.4,ICMP,167,1027,80
2026-01-01T12:00:45,192.168.1.1,10.0.0.5,TCP,168,1028,443
2026-01-01T12:00:45,192.168.1.2,10.0.0.6,UDP,169,1029,80
2026-01-01T12:00:46,192.168.1.3,10.0.0.7,ICMP,170,1030,80
2026-01-01T12:00:46,192.168.1.4,10.0.0.8,TCP,171,1031,80
2026-01-01T12:00:46,192.168.1.5,10.0.0.1,UDP,172,1032,443
2026-01-01T12:00:46,192.168.1.6,10.0.0.2,ICMP,173,1033,80
2026-01-01T12:00:46,192.168.1.7,10.0.0.3,TCP,174,1034,80
2026-01-01T12:00:47,192.168.1.8,10.0.0.4,UDP,175,1035,80
2026-01-01T12:00:47,192.168.1.9,10.0.0.5,ICMP,176,1036,443
2026-01-01T12:00:47,192.168.1.10,10.0.0.6,TCP,177,1037,80
2026-01-01T12:00:47,192.168.1.11,10.0.0.7,UDP,178,1038,80
2026-01-01T12:00:47,192.168.1.12,10.0.0.8,ICMP,179,1039,80
2026-01-01T12:00:48,192.168.1.1,10.0.0.1,TCP,60,1040,443
2026-01-01T12:00:48,192.168.1.2,10.0.0.2,UDP,61,1041,80
2026-01-01T12:00:48,192.168.1.3,10.0.0.3,ICMP,62,1042,80
2026-01-01T12:00:48,192.168.1.4,10.0.0.4,TCP,63,1043,80
2026-01-01T12:00:48,192.168.1.5,10.0.0.5,UDP,64,1044,443
2026-01-01T12:00:49,192.168.1.6,10.0.0.6,ICMP,65,1045,80
2026-01-01T12:00:49,192.168.1.7,10.0.0.7,TCP,66,1046,80
2026-01-01T12:00:49,192.168.1.8,10.0.0.8,UDP,67,1047,80
2026-01-01T12:00:49,192.168.1.9,10.0.0.1,ICMP,68,1048,443
2026-01-01T12:00:49,192.168.1.10,10.0.0.2,TCP,69,1049,80
2026-01-01T12:00:50,192.168.1.11,10.0.0.3,UDP,70,1000,80
2026-01-01T12:00:50,192.168.1.12,10.0.0.4,ICMP,71,1001,80
2026-01-01T12:00:50,192.168.1.1,10.0.0.5,TCP,72,1002,443
2026-01-01T12:00:50,192.168.1.2,10.0.0.6,UDP,73,1003,80
2026-01-01T12:00:50,192.168.1.3,10.0.0.7,ICMP,74,1004,80
2026-01-01T12:00:51,192.168.1.4,10.0.0.8,TCP,75,1005,80
2026-01-01T12:00:51,192.168.1.5,10.0.0.1,UDP,76,1006,443
2026-01-01T12:00:51,192.168.1.6,10.0.0.2,ICMP,77,1007,80
2026-01-01T12:00:51,192.168.1.7,10.0.0.3,TCP,78,1008,80
2026-01-01T12:00:51,192.168.1.8,10.0.0.4,UDP,79,1009,80
2026-01-01T12:00:52,192.168.1.9,10.0.0.5,ICMP,80,1010,443
2026-01-01T12:00:52,192.168.1.10,10.0.0.6,TCP,81,1011,80
2026-01-01T12:00:52,192.168.1.11,10.0.0.7,UDP,82,1012,80
2026-01-01T12:00:52,192.168.1.12,10.0.0.8,ICMP,83,1013,80
2026-01-01T12:00:52,192.168.1.1,10.0.0.1,TCP,84,1014,443
2026-01-01T12:00:53,192.168.1.2,10.0.0.2,UDP,85,1015,80
2026-01-01T12:00:53,192.168.1.3,10.0.0.3,ICMP,86,1016,80
2026-01-01T12:00:53,192.168.1.4,10.0.0.4,TCP,87,1017,80
2026-01-01T12:00:53,192.168.1.5,10.0.0.5,UDP,88,1018,443
2026-01-01T12:00:53,192.168.1.6,10.0.0.6,ICMP,89,1019,80
2026-01-01T12:00:54,192.168.1.7,10.0.0.7,TCP,90,1020,80
2026-01-01T12:00:54,192.168.1.8,10.0.0.8,UDP,91,1021,80
2026-01-01T12:00:54,192.168.1.9,10.0.0.1,ICMP,92,1022,443
2026-01-01T12:00:54,192.168.1.10,10.0.0.2,TCP,93,1023,80
2026-01-01T12:00:54,192.168.1.11,10.0.0.3,UDP,94,1024,80
2026-01-01T12:00:55,192.168.1.12,10.0.0.4,ICMP,95,1025,80
2026-01-01T12:00:55,192.168.1.1,10.0.0.5,TCP,96,1026,443
2026-01-01T12:00:55,192.168.1.2,10.0.0.6,UDP,97,1027,80
2026-01-01T12:00:55,192.168.1.3,10.0.0.7,ICMP,98,1028,80
2026-01-01T12:00:55,192.168.1.4,10.0.0.8,TCP,99,1029,80
2026-01-01T12:00:56,192.168.1.5,10.0.0.1,UDP,100,1030,443
2026-01-01T12:00:56,192.168.1.6,10.0.0.2,ICMP,101,1031,80
2026-01-01T12:00:56,192.168.1.7,10.0.0.3,TCP,102,1032,80
2026-01-01T12:00:56,192.168.1.8,10.0.0.4,UDP,103,1033,80
2026-01-01T12:00:56,192.168.1.9,10.0.0.5,ICMP,104,1034,443
2026-01-01T12:00:57,192.168.1.10,10.0.0.6,TCP,105,1035,80
2026-01-01T12:00:57,192.168.1.11,10.0.0.7,UDP,106,1036,80
2026-01-01T12:00:57,192.168.1.12,10.0.0.8,ICMP,107,1037,80
2026-01-01T12:00:57,192.168.1.1,10.0.0.1,TCP,108,1038,443
2026-01-01T12:00:57,192.168.1.2,10.0.0.2,UDP,109,1039,80
2026-01-01T12:00:58,192.168.1.3,10.0.0.3,ICMP,110,1040,80
2026-01-01T12:00:58,192.168.1.4,10.0.0.4,TCP,111,1041,80
2026-01-01T12:00:58,192.168.1.5,10.0.0.5,UDP,112,1042,443
2026-01-01T12:00:58,192.168.1.6,10.0.0.6,ICMP,113,1043,80
2026-01-01T12:00:58,192.168.1.7,10.0.0.7,TCP,114,1044,80
2026-01-01T12:00:59,192.168.1.8,10.0.0.8,UDP,115,1045,80
2026-01-01T12:00:59,192.168.1.9,10.0.0.1,ICMP,116,1046,443
2026-01-01T12:00:59,192.168.1.10,10.0.0.2,TCP,117,1047,80
2026-01-01T12:00:59,192.168.1.11,10.0.0.3,UDP,118,1048,80
2026-01-01T12:00:59,192.168.1.12,10.0.0.4,ICMP,119,1049,80
2026-01-01T12:02:00,172.16.0.99,10.0.0.9,TCP,120,5000,1000
2026-01-01T12:02:01,172.16.0.99,10.0.0.9,TCP,120,5001,1001
2026-01-01T12:02:02,172.16.0.99,10.0.0.9,TCP,120,5002,1002
2026-01-01T12:02:03,172.16.0.99,10.0.0.9,TCP,120,5003,1003
2026-01-01T12:02:04,172.16.0.99,10.0.0.9,TCP,120,5004,1004
2026-01-01T12:02:05,172.16.0.99,10.0.0.9,TCP,120,5005,1005
2026-01-01T12:02:06,172.16.0.99,10.0.0.9,TCP,120,5006,1006
2026-01-01T12:02:07,172.16.0.99,10.0.0.9,TCP,120,5007,1007
2026-01-01T12:02:08,172.16.0.99,10.0.0.9,TCP,120,5008,1008
2026-01-01T12:02:09,172.16.0.99,10.0.0.9,TCP,120,5009,1009
2026-01-01T12:02:00,172.16.0.99,10.0.0.9,TCP,120,5010,1010
2026-01-01T12:02:01,172.16.0.99,10.0.0.9,TCP,120,5011,1011
2026-01-01T12:02:02,172.16.0.99,10.0.0.9,TCP,120,5012,1012
2026-01-01T12:02:03,172.16.0.99,10.0.0.9,TCP,120,5013,1013
2026-01-01T12:02:04,172.16.0.99,10.0.0.9,TCP,120,5014,1014
2026-01-01T12:02:05,172.16.0.99,10.0.0.9,TCP,120,5015,1015
2026-01-01T12:02:06,172.16.0.99,10.0.0.9,TCP,120,5016,1016
2026-01-01T12:02:07,172.16.0.99,10.0.0.9,TCP,120,5017,1017
2026-01-01T12:02:08,172.16.0.99,10.0.0.9,TCP,120,5018,1018
2026-01-01T12:02:09,172.16.0.99,10.0.0.9,TCP,120,5019,1019
2026-01-01T12:02:00,172.16.0.99,10.0.0.9,TCP,120,5020,1020
2026-01-01T12:02:01,172.16.0.99,10.0.0.9,TCP,120,5021,1021
2026-01-01T12:02:02,172.16.0.99,10.0.0.9,TCP,120,5022,1022
2026-01-01T12:02:03,172.16.0.99,10.0.0.9,TCP,120,5023,1023
2026-01-01T12:02:04,172.16.0.99,10.0.0.9,TCP,120,5024,1024
2026-01-01T12:02:05,172.16.0.99,10.0.0.9,TCP,120,5025,1025
2026-01-01T12:02:06,172.16.0.99,10.0.0.9,TCP,120,5026,1026
2026-01-01T12:02:07,172.16.0.99,10.0.0.9,TCP,120,5027,1027
2026-01-01T12:02:08,172.16.0.99,10.0.0.9,TCP,120,5028,1028
2026-01-01T12:02:09,172.16.0.99,10.0.0.9,TCP,120,5029,1029
2026-01-01T12:02:00,172.16.0.99,10.0.0.9,TCP,120,5030,1030
2026-01-01T12:02:01,172.16.0.99,10.0.0.9,TCP,120,5031,1031
2026-01-01T12:02:02,172.16.0.99,10.0.0.9,TCP,120,5032,1032
2026-01-01T12:02:03,172.16.0.99,10.0.0.9,TCP,120,5033,1033
2026-01-01T12:02:04,172.16.0.99,10.0.0.9,TCP,120,5034,1034
2026-01-01T12:02:05,172.16.0.99,10.0.0.9,TCP,120,5035,1035
2026-01-01T12:02:06,172.16.0.99,10.0.0.9,TCP,120,5036,1036
2026-01-01T12:02:07,172.16.0.99,10.0.0.9,TCP,120,5037,1037
2026-01-01T12:02:08,172.16.0.99,10.0.0.9,TCP,120,5038,1038
2026-01-01T12:02:09,172.16.0.99,10.0.0.9,TCP,120,5039,1039
2026-01-01T12:02:00,172.16.0.99,10.0.0.9,TCP,120,5040,1040
2026-01-01T12:02:01,172.16.0.99,10.0.0.9,TCP,120,5041,1041
2026-01-01T12:02:02,172.16.0.99,10.0.0.9,TCP,120,5042,1042
2026-01-01T12:02:03,172.16.0.99,10.0.0.9,TCP,120,5043,1043
